transaction_id,timestamp,customer_id,account_number,transaction_type,debit_amount,credit_amount,merchant_category,channel,city,balance,is_fraud
TXN000030,2026-03-17 00:42:52,CUST1567,ACC413921,INTEREST_CREDIT,0.00,73869.73,ELECTRONICS,WEB_PORTAL,Chennai,204668.49,0
TXN000031,2026-03-05 08:18:38,CUST1215,ACC852470,POS_DEBIT,13351.20,0.00,HEALTHCARE,WEB_PORTAL,Chennai,189467.92,1
TXN000032,2026-03-28 01:05:40,CUST1433,ACC969634,INTEREST_CREDIT,0.00,39197.23,TRAVEL,MOBILE_APP,Mumbai,227754.08,0
TXN000033,2026-03-09 05:47:28,CUST1564,ACC839945,UPI_TRANSFER,11578.23,0.00,UTILITIES,BRANCH,Mumbai,164721.64,1
TXN000034,2026-03-18 01:53:23,CUST1596,ACC679364,POS_DEBIT,1174.90,0.00,DINING,ATM_KIOSK,Bengaluru,227423.21,0
TXN000035,2026-03-28 01:57:22,CUST1215,ACC815198,POS_DEBIT,4658.46,0.00,ENTERTAINMENT,MOBILE_APP,Pune,202088.74,0
TXN000036,2026-03-20 23:09:59,CUST1952,ACC348237,INTEREST_CREDIT,0.00,66889.43,DINING,WEB_PORTAL,Kolkata,110498.69,0
TXN000037,2026-03-14 21:55:47,CUST1830,ACC360222,POS_DEBIT,2731.44,0.00,TRAVEL,WEB_PORTAL,Delhi,198860.83,0
TXN000038,2026-03-08 06:52:58,CUST1471,ACC466643,SALARY_CREDIT,0.00,66051.67,TRAVEL,WEB_PORTAL,Hyderabad,216769.41,0
TXN000039,2026-03-03 08:22:41,CUST1521,ACC519093,POS_DEBIT,9917.50,0.00,HEALTHCARE,MOBILE_APP,Delhi,80471.72,0
TXN000040,2026-03-04 19:27:22,CUST1746,ACC924629,UPI_TRANSFER,2719.59,0.00,HEALTHCARE,ATM_KIOSK,Delhi,77384.60,0
TXN000041,2026-03-02 22:27:00,CUST1532,ACC945687,SALARY_CREDIT,0.00,67965.33,ENTERTAINMENT,POS_TERMINAL,Kolkata,59668.51,0
TXN000042,2026-03-20 10:42:54,CUST1127,ACC854717,POS_DEBIT,14235.67,0.00,TRAVEL,BRANCH,Chennai,231381.15,1
TXN000043,2026-03-05 06:26:42,CUST1962,ACC497562,NET_BANKING_DEBIT,6155.47,0.00,DINING,BRANCH,Chennai,84478.97,0
TXN000044,2026-03-10 06:27:50,CUST1593,ACC736130,SALARY_CREDIT,0.00,43355.60,HEALTHCARE,ATM_KIOSK,Ahmedabad,15095.40,0
TXN000045,2026-03-26 23:10:42,CUST1086,ACC397571,SALARY_CREDIT,0.00,52293.91,HEALTHCARE,MOBILE_APP,Hyderabad,135125.89,0
TXN000046,2026-03-02 07:30:39,CUST1870,ACC905819,NET_BANKING_DEBIT,4690.77,0.00,ELECTRONICS,ATM_KIOSK,Kolkata,49628.18,0
TXN000047,2026-03-13 07:09:41,CUST1704,ACC105814,NET_BANKING_DEBIT,8656.28,0.00,ELECTRONICS,ATM_KIOSK,Hyderabad,105234.94,0
TXN000048,2026-03-15 01:35:15,CUST1939,ACC989545,ATM_WITHDRAWAL,12071.44,0.00,ELECTRONICS,ATM_KIOSK,Bengaluru,178539.27,1
TXN000049,2026-03-20 10:48:57,CUST1453,ACC742412,SALARY_CREDIT,0.00,51730.44,UTILITIES,BRANCH,Ahmedabad,247154.73,0
TXN000050,2026-03-09 07:53:40,CUST1283,ACC903013,ATM_WITHDRAWAL,11167.65,0.00,INVESTMENT,WEB_PORTAL,Chennai,126548.49,1
TXN000051,2026-03-09 10:20:57,CUST1553,ACC184491,SALARY_CREDIT,0.00,10423.83,DINING,WEB_PORTAL,Hyderabad,82146.12,0
TXN000052,2026-03-03 13:26:21,CUST1555,ACC588557,SALARY_CREDIT,0.00,53576.49,UTILITIES,MOBILE_APP,Hyderabad,181008.50,0
TXN000053,2026-03-23 00:54:56,CUST1783,ACC703655,SALARY_CREDIT,0.00,32263.38,UTILITIES,ATM_KIOSK,Mumbai,195902.01,0
TXN000054,2026-03-27 13:34:47,CUST1752,ACC672661,UPI_TRANSFER,4514.26,0.00,ENTERTAINMENT,ATM_KIOSK,Hyderabad,224535.76,0
TXN000055,2026-03-22 12:46:10,CUST1860,ACC590094,UPI_TRANSFER,6565.75,0.00,DINING,BRANCH,Mumbai,93990.44,1
TXN000056,2026-03-03 20:27:08,CUST1887,ACC584125,SALARY_CREDIT,0.00,46432.49,DINING,MOBILE_APP,Chennai,170804.94,0
TXN000057,2026-03-11 12:17:48,CUST1974,ACC972335,SALARY_CREDIT,0.00,27914.69,UTILITIES,POS_TERMINAL,Delhi,121854.34,0
TXN000058,2026-03-12 07:41:04,CUST1799,ACC783414,SALARY_CREDIT,0.00,6356.83,GROCERY,MOBILE_APP,Hyderabad,141763.48,0
TXN000059,2026-03-08 04:30:42,CUST1117,ACC691364,ATM_WITHDRAWAL,12596.47,0.00,ENTERTAINMENT,ATM_KIOSK,Chennai,161013.88,1
TXN000060,2026-03-04 05:19:06,CUST1592,ACC126925,UPI_TRANSFER,2558.45,0.00,TRAVEL,BRANCH,Kolkata,190762.53,0
TXN000061,2026-03-19 22:53:40,CUST1248,ACC206851,SALARY_CREDIT,0.00,70902.94,TRAVEL,BRANCH,Delhi,61607.50,0
TXN000062,2026-03-14 21:23:04,CUST1518,ACC778998,INTEREST_CREDIT,0.00,59784.47,HEALTHCARE,MOBILE_APP,Kolkata,96592.88,0
TXN000063,2026-03-21 14:45:09,CUST1445,ACC284692,SALARY_CREDIT,0.00,12387.72,TRAVEL,BRANCH,Ahmedabad,240785.08,0
TXN000064,2026-03-09 10:54:15,CUST1850,ACC190872,SALARY_CREDIT,0.00,35490.21,TRAVEL,ATM_KIOSK,Hyderabad,186791.16,0
TXN000065,2026-03-11 00:31:54,CUST1332,ACC290672,SALARY_CREDIT,0.00,44889.48,INVESTMENT,WEB_PORTAL,Pune,172024.29,0
TXN000066,2026-03-09 17:00:33,CUST1970,ACC300337,UPI_TRANSFER,5138.07,0.00,ELECTRONICS,WEB_PORTAL,Kolkata,179778.18,0
TXN000067,2026-03-16 20:45:31,CUST1458,ACC931450,SALARY_CREDIT,0.00,43862.33,GROCERY,MOBILE_APP,Chennai,71476.12,0
TXN000068,2026-03-12 15:35:33,CUST1352,ACC546173,ATM_WITHDRAWAL,6095.80,0.00,HEALTHCARE,POS_TERMINAL,Ahmedabad,171030.61,0
TXN000069,2026-03-11 03:47:34,CUST1973,ACC899213,UPI_TRANSFER,4634.01,0.00,DINING,WEB_PORTAL,Hyderabad,184501.82,0
TXN000070,2026-03-17 19:18:06,CUST1852,ACC303547,NET_BANKING_DEBIT,7288.77,0.00,TRAVEL,WEB_PORTAL,Pune,244502.65,0
TXN000071,2026-03-02 01:35:18,CUST1714,ACC232413,ATM_WITHDRAWAL,4568.90,0.00,INVESTMENT,MOBILE_APP,Mumbai,44747.00,0
TXN000072,2026-03-11 05:03:16,CUST1963,ACC600935,INTEREST_CREDIT,0.00,24903.75,ELECTRONICS,MOBILE_APP,Kolkata,127497.84,0
TXN000073,2026-03-02 04:09:51,CUST1576,ACC418594,SALARY_CREDIT,0.00,10185.75,ELECTRONICS,WEB_PORTAL,Delhi,162919.74,0
TXN000074,2026-03-26 19:14:49,CUST1535,ACC498855,INTEREST_CREDIT,0.00,58511.04,INVESTMENT,ATM_KIOSK,Chennai,157484.65,0
TXN000075,2026-03-20 01:39:47,CUST1101,ACC899787,INTEREST_CREDIT,0.00,74302.19,ENTERTAINMENT,WEB_PORTAL,Chennai,86764.36,0
TXN000076,2026-03-06 00:26:28,CUST1705,ACC722656,NET_BANKING_DEBIT,1263.75,0.00,INVESTMENT,POS_TERMINAL,Mumbai,144718.18,0
TXN000077,2026-03-03 21:14:59,CUST1270,ACC926097,ATM_WITHDRAWAL,4357.17,0.00,ENTERTAINMENT,ATM_KIOSK,Delhi,217007.58,0
TXN000078,2026-03-09 04:04:03,CUST1169,ACC931131,INTEREST_CREDIT,0.00,20736.66,TRAVEL,BRANCH,Chennai,50012.51,0
TXN000079,2026-03-23 12:17:32,CUST1552,ACC617781,SALARY_CREDIT,0.00,13704.76,INVESTMENT,MOBILE_APP,Mumbai,176839.33,0
TXN000080,2026-03-01 02:14:43,CUST1856,ACC703139,SALARY_CREDIT,0.00,56417.37,GROCERY,POS_TERMINAL,Mumbai,156872.71,0
TXN000081,2026-03-06 18:27:40,CUST1833,ACC615611,ATM_WITHDRAWAL,7083.99,0.00,ELECTRONICS,ATM_KIOSK,Pune,230277.11,0
TXN000082,2026-03-28 05:21:26,CUST1710,ACC619536,SALARY_CREDIT,0.00,28331.59,TRAVEL,ATM_KIOSK,Mumbai,172481.37,0
TXN000083,2026-03-04 12:55:32,CUST1844,ACC101206,SALARY_CREDIT,0.00,11164.19,INVESTMENT,ATM_KIOSK,Mumbai,74313.73,0
TXN000084,2026-03-15 01:13:17,CUST1562,ACC237377,ATM_WITHDRAWAL,7800.67,0.00,TRAVEL,ATM_KIOSK,Ahmedabad,132145.88,0
TXN000085,2026-03-23 05:19:35,CUST1014,ACC679077,POS_DEBIT,481.60,0.00,UTILITIES,MOBILE_APP,Hyderabad,202838.73,0
TXN000086,2026-03-16 22:18:32,CUST1722,ACC386706,POS_DEBIT,6948.65,0.00,UTILITIES,ATM_KIOSK,Ahmedabad,210553.65,0
TXN000087,2026-03-20 16:47:56,CUST1139,ACC173201,ATM_WITHDRAWAL,6878.96,0.00,TRAVEL,ATM_KIOSK,Pune,59793.44,0
TXN000088,2026-03-24 09:53:37,CUST1593,ACC791998,INTEREST_CREDIT,0.00,23702.09,INVESTMENT,WEB_PORTAL,Ahmedabad,15602.84,0
TXN000089,2026-03-25 17:24:29,CUST1955,ACC437408,INTEREST_CREDIT,0.00,38903.90,ENTERTAINMENT,WEB_PORTAL,Kolkata,93123.39,0
TXN000090,2026-03-11 23:30:45,CUST1935,ACC950823,ATM_WITHDRAWAL,12847.39,0.00,UTILITIES,ATM_KIOSK,Bengaluru,111532.15,1
TXN000091,2026-03-19 10:55:06,CUST1895,ACC986088,SALARY_CREDIT,0.00,72537.71,INVESTMENT,MOBILE_APP,Ahmedabad,44667.87,0
TXN000092,2026-03-21 04:04:30,CUST1800,ACC377896,POS_DEBIT,10850.54,0.00,HEALTHCARE,BRANCH,Kolkata,111344.98,1
TXN000093,2026-03-18 12:20:40,CUST1735,ACC896290,NET_BANKING_DEBIT,1250.71,0.00,INVESTMENT,BRANCH,Mumbai,173474.01,0
TXN000094,2026-03-10 07:47:05,CUST1444,ACC203225,INTEREST_CREDIT,0.00,9789.45,ELECTRONICS,ATM_KIOSK,Bengaluru,163322.84,0
TXN000095,2026-03-02 09:22:23,CUST1441,ACC252640,NET_BANKING_DEBIT,4527.02,0.00,ENTERTAINMENT,BRANCH,Kolkata,91228.05,1
TXN000096,2026-03-06 02:39:55,CUST1391,ACC749813,INTEREST_CREDIT,0.00,52726.03,ENTERTAINMENT,ATM_KIOSK,Bengaluru,57313.37,0
TXN000097,2026-03-01 14:57:18,CUST1693,ACC673149,ATM_WITHDRAWAL,6944.19,0.00,DINING,MOBILE_APP,Ahmedabad,75001.78,0
TXN000098,2026-03-14 22:16:29,CUST1865,ACC416797,UPI_TRANSFER,14815.39,0.00,ENTERTAINMENT,ATM_KIOSK,Ahmedabad,85301.25,1
TXN000099,2026-03-23 09:01:53,CUST1674,ACC515032,POS_DEBIT,3596.23,0.00,TRAVEL,MOBILE_APP,Mumbai,150080.80,0
TXN000100,2026-03-10 07:38:51,CUST1360,ACC329642,INTEREST_CREDIT,0.00,57162.05,ENTERTAINMENT,BRANCH,Chennai,210717.14,0
TXN000101,2026-03-22 04:40:06,CUST1925,ACC757937,NET_BANKING_DEBIT,11345.88,0.00,GROCERY,POS_TERMINAL,Ahmedabad,195355.63,1
TXN000102,2026-03-10 10:47:26,CUST1179,ACC310548,POS_DEBIT,8714.63,0.00,DINING,BRANCH,Pune,36181.34,0
TXN000103,2026-03-06 08:58:52,CUST1966,ACC605254,INTEREST_CREDIT,0.00,40125.63,TRAVEL,POS_TERMINAL,Delhi,79043.93,0
TXN000104,2026-03-08 21:46:43,CUST1406,ACC986827,SALARY_CREDIT,0.00,72402.53,HEALTHCARE,MOBILE_APP,Kolkata,48077.90,0
TXN000105,2026-03-24 21:16:37,CUST1390,ACC962367,POS_DEBIT,4003.66,0.00,HEALTHCARE,MOBILE_APP,Hyderabad,101617.63,0
TXN000106,2026-03-18 10:58:39,CUST1226,ACC779112,SALARY_CREDIT,0.00,6751.73,ELECTRONICS,ATM_KIOSK,Chennai,222795.19,0
TXN000107,2026-03-10 15:07:06,CUST1240,ACC663658,NET_BANKING_DEBIT,6154.02,0.00,DINING,ATM_KIOSK,Ahmedabad,237371.46,0
TXN000108,2026-03-18 13:37:47,CUST1744,ACC262029,UPI_TRANSFER,10073.77,0.00,UTILITIES,MOBILE_APP,Ahmedabad,189637.93,1
TXN000109,2026-03-02 22:23:13,CUST1454,ACC566297,INTEREST_CREDIT,0.00,33568.11,ENTERTAINMENT,POS_TERMINAL,Delhi,238607.56,0
TXN000110,2026-03-02 12:17:12,CUST1991,ACC228093,NET_BANKING_DEBIT,5541.66,0.00,INVESTMENT,MOBILE_APP,Hyderabad,166534.30,0
TXN000111,2026-03-11 07:08:50,CUST1578,ACC315173,NET_BANKING_DEBIT,9610.42,0.00,ELECTRONICS,BRANCH,Hyderabad,26885.95,0
TXN000112,2026-03-11 04:50:57,CUST1610,ACC102973,INTEREST_CREDIT,0.00,20116.59,TRAVEL,WEB_PORTAL,Bengaluru,219378.43,0
TXN000113,2026-03-22 00:08:00,CUST1366,ACC928358,INTEREST_CREDIT,0.00,22545.79,ENTERTAINMENT,BRANCH,Pune,56006.82,0
TXN000114,2026-03-17 03:47:04,CUST1487,ACC570050,POS_DEBIT,2654.98,0.00,HEALTHCARE,BRANCH,Delhi,189303.74,0
TXN000115,2026-03-02 23:50:58,CUST1887,ACC790909,SALARY_CREDIT,0.00,40268.71,TRAVEL,ATM_KIOSK,Mumbai,237172.68,0
TXN000116,2026-03-14 21:06:31,CUST1729,ACC565108,POS_DEBIT,14978.87,0.00,ELECTRONICS,MOBILE_APP,Pune,214115.16,1
TXN000117,2026-03-20 20:37:35,CUST1729,ACC440981,INTEREST_CREDIT,0.00,15383.37,UTILITIES,BRANCH,Chennai,44655.02,0
TXN000118,2026-03-26 22:07:54,CUST1670,ACC782535,SALARY_CREDIT,0.00,40388.58,ENTERTAINMENT,ATM_KIOSK,Ahmedabad,116096.84,0
TXN000119,2026-03-24 03:20:27,CUST1320,ACC797416,ATM_WITHDRAWAL,6236.51,0.00,TRAVEL,POS_TERMINAL,Bengaluru,108701.59,0
TXN000120,2026-03-27 02:05:27,CUST1098,ACC880758,NET_BANKING_DEBIT,13848.63,0.00,HEALTHCARE,WEB_PORTAL,Mumbai,30776.33,1
TXN000121,2026-03-22 03:26:22,CUST1894,ACC797660,INTEREST_CREDIT,0.00,71963.72,UTILITIES,MOBILE_APP,Chennai,146995.59,0
TXN000122,2026-03-17 06:09:42,CUST1493,ACC335137,INTEREST_CREDIT,0.00,26871.42,ELECTRONICS,POS_TERMINAL,Pune,39346.13,0
TXN000123,2026-03-26 13:54:35,CUST1997,ACC904711,POS_DEBIT,11450.95,0.00,GROCERY,BRANCH,Chennai,149913.50,1
TXN000124,2026-03-11 11:00:11,CUST1890,ACC250210,POS_DEBIT,2747.22,0.00,UTILITIES,MOBILE_APP,Bengaluru,87611.40,0
TXN000125,2026-03-07 12:26:29,CUST1349,ACC265055,NET_BANKING_DEBIT,9515.92,0.00,HEALTHCARE,POS_TERMINAL,Pune,190336.26,1
TXN000126,2026-03-05 05:48:39,CUST1050,ACC806707,INTEREST_CREDIT,0.00,46735.66,ELECTRONICS,POS_TERMINAL,Ahmedabad,222585.41,0
TXN000127,2026-03-07 16:07:22,CUST1440,ACC216276,NET_BANKING_DEBIT,6389.02,0.00,TRAVEL,BRANCH,Ahmedabad,112333.18,0
TXN000128,2026-03-13 19:03:00,CUST1209,ACC416061,INTEREST_CREDIT,0.00,51699.28,ENTERTAINMENT,WEB_PORTAL,Chennai,25673.08,0
TXN000129,2026-03-06 04:24:34,CUST1720,ACC341288,UPI_TRANSFER,4955.43,0.00,HEALTHCARE,MOBILE_APP,Kolkata,190548.32,1
TXN000130,2026-03-28 10:36:27,CUST1587,ACC524068,NET_BANKING_DEBIT,682.42,0.00,UTILITIES,POS_TERMINAL,Delhi,231473.17,1
TXN000131,2026-03-26 19:29:53,CUST1706,ACC479430,SALARY_CREDIT,0.00,6459.96,ELECTRONICS,ATM_KIOSK,Delhi,91320.52,0
TXN000132,2026-03-28 09:47:21,CUST1226,ACC449247,ATM_WITHDRAWAL,6563.36,0.00,DINING,MOBILE_APP,Delhi,33482.07,0
TXN000133,2026-03-12 11:46:52,CUST1660,ACC954628,INTEREST_CREDIT,0.00,40696.64,DINING,WEB_PORTAL,Delhi,227891.84,0
TXN000134,2026-03-25 20:04:11,CUST1974,ACC910389,ATM_WITHDRAWAL,3876.72,0.00,INVESTMENT,ATM_KIOSK,Ahmedabad,50924.40,0
TXN000135,2026-03-21 19:20:55,CUST1994,ACC757685,NET_BANKING_DEBIT,13866.11,0.00,HEALTHCARE,WEB_PORTAL,Ahmedabad,147655.57,1
TXN000136,2026-03-19 01:22:32,CUST1075,ACC425486,POS_DEBIT,7060.37,0.00,INVESTMENT,ATM_KIOSK,Mumbai,202137.47,0
TXN000137,2026-03-28 02:39:38,CUST1519,ACC503159,POS_DEBIT,5562.63,0.00,INVESTMENT,BRANCH,Mumbai,166496.62,0
TXN000138,2026-03-07 10:38:30,CUST1513,ACC258189,SALARY_CREDIT,0.00,68633.50,GROCERY,ATM_KIOSK,Delhi,149339.32,0
TXN000139,2026-03-21 05:02:15,CUST1724,ACC559022,UPI_TRANSFER,14736.66,0.00,INVESTMENT,BRANCH,Bengaluru,34817.35,1
TXN000140,2026-03-11 21:38:03,CUST1808,ACC761532,UPI_TRANSFER,5624.14,0.00,HEALTHCARE,MOBILE_APP,Pune,111060.81,0
TXN000141,2026-03-28 21:58:38,CUST1894,ACC257677,POS_DEBIT,8391.55,0.00,HEALTHCARE,MOBILE_APP,Bengaluru,74219.01,0
TXN000142,2026-03-05 19:45:05,CUST1317,ACC686072,UPI_TRANSFER,4687.96,0.00,UTILITIES,POS_TERMINAL,Bengaluru,170601.76,0
TXN000143,2026-03-22 16:05:41,CUST1686,ACC543973,NET_BANKING_DEBIT,10557.32,0.00,HEALTHCARE,MOBILE_APP,Pune,237570.53,1
TXN000144,2026-03-16 06:14:08,CUST1158,ACC180913,UPI_TRANSFER,2744.93,0.00,TRAVEL,MOBILE_APP,Mumbai,237702.04,0
TXN000145,2026-03-13 04:10:11,CUST1851,ACC826501,NET_BANKING_DEBIT,5084.63,0.00,DINING,ATM_KIOSK,Mumbai,45796.52,0
TXN000146,2026-03-15 19:18:48,CUST1766,ACC921874,SALARY_CREDIT,0.00,30500.96,INVESTMENT,WEB_PORTAL,Hyderabad,184102.63,0
TXN000147,2026-03-27 06:23:43,CUST1969,ACC698128,UPI_TRANSFER,14485.67,0.00,INVESTMENT,ATM_KIOSK,Chennai,199327.01,1
TXN000148,2026-03-06 06:51:38,CUST1141,ACC362147,SALARY_CREDIT,0.00,40203.47,GROCERY,ATM_KIOSK,Pune,113385.29,0
TXN000149,2026-03-17 03:18:05,CUST1781,ACC268099,INTEREST_CREDIT,0.00,70400.55,TRAVEL,ATM_KIOSK,Bengaluru,182179.23,0
TXN000150,2026-03-27 14:56:22,CUST1952,ACC127965,SALARY_CREDIT,0.00,11419.95,UTILITIES,MOBILE_APP,Kolkata,228968.66,0
TXN000151,2026-03-03 11:14:01,CUST1326,ACC203896,INTEREST_CREDIT,0.00,31177.30,HEALTHCARE,WEB_PORTAL,Bengaluru,105749.04,0
TXN000152,2026-03-05 22:30:28,CUST1630,ACC105506,POS_DEBIT,4338.85,0.00,ELECTRONICS,MOBILE_APP,Chennai,178576.92,0
TXN000153,2026-03-24 19:33:27,CUST1113,ACC913875,ATM_WITHDRAWAL,12532.70,0.00,TRAVEL,WEB_PORTAL,Chennai,143969.00,1
TXN000154,2026-03-15 02:07:53,CUST1926,ACC624108,POS_DEBIT,763.85,0.00,GROCERY,BRANCH,Hyderabad,201566.29,0
TXN000155,2026-03-08 18:26:11,CUST1680,ACC800674,NET_BANKING_DEBIT,2196.47,0.00,ELECTRONICS,BRANCH,Pune,159480.25,0
TXN000156,2026-03-26 16:35:01,CUST1399,ACC592972,POS_DEBIT,14303.38,0.00,GROCERY,ATM_KIOSK,Pune,142859.26,1
TXN000157,2026-03-03 11:15:46,CUST1672,ACC758775,UPI_TRANSFER,11222.38,0.00,ELECTRONICS,BRANCH,Pune,98917.06,1
TXN000158,2026-03-06 21:29:44,CUST1490,ACC762423,ATM_WITHDRAWAL,712.82,0.00,DINING,WEB_PORTAL,Delhi,206174.58,0
TXN000159,2026-03-10 06:02:50,CUST1204,ACC143941,NET_BANKING_DEBIT,11654.05,0.00,HEALTHCARE,POS_TERMINAL,Kolkata,122554.70,1
TXN000160,2026-03-21 06:18:22,CUST1882,ACC918771,INTEREST_CREDIT,0.00,38137.98,GROCERY,POS_TERMINAL,Chennai,23605.88,0
TXN000161,2026-03-13 23:28:57,CUST1979,ACC505426,POS_DEBIT,12000.17,0.00,HEALTHCARE,WEB_PORTAL,Ahmedabad,117683.58,1
TXN000162,2026-03-26 02:46:27,CUST1080,ACC551524,NET_BANKING_DEBIT,7487.97,0.00,DINING,BRANCH,Chennai,137029.83,0
TXN000163,2026-03-15 19:45:27,CUST1170,ACC823270,UPI_TRANSFER,1583.84,0.00,INVESTMENT,POS_TERMINAL,Ahmedabad,84475.39,0
TXN000164,2026-03-20 13:17:40,CUST1810,ACC160144,POS_DEBIT,10915.88,0.00,ELECTRONICS,ATM_KIOSK,Pune,229227.70,1
TXN000165,2026-03-01 04:54:38,CUST1694,ACC919264,INTEREST_CREDIT,0.00,61076.72,INVESTMENT,MOBILE_APP,Bengaluru,174661.49,0
TXN000166,2026-03-19 01:38:09,CUST1695,ACC571778,POS_DEBIT,3578.13,0.00,HEALTHCARE,POS_TERMINAL,Ahmedabad,100105.39,0
TXN000167,2026-03-21 08:15:07,CUST1026,ACC871411,POS_DEBIT,8630.13,0.00,DINING,ATM_KIOSK,Kolkata,108538.00,0
TXN000168,2026-03-23 14:13:39,CUST1292,ACC827691,INTEREST_CREDIT,0.00,13243.27,INVESTMENT,WEB_PORTAL,Delhi,197116.65,0
TXN000169,2026-03-23 14:05:51,CUST1698,ACC986593,ATM_WITHDRAWAL,12799.75,0.00,HEALTHCARE,POS_TERMINAL,Delhi,121230.03,1
TXN000170,2026-03-28 05:45:45,CUST1949,ACC834233,INTEREST_CREDIT,0.00,42952.00,DINING,POS_TERMINAL,Hyderabad,224462.95,0
